longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_house_value
-121.93,36.59,25,2201,353,386500
-121.95,36.6,32,3152,504,469900
-121.95,36.59,22,3553,530,417100
-121.94,36.58,23,4911,693,500000
-121.94,36.57,28,3153,409,500001
-121.93,36.6,33,3455,683,225700
-121.92,36.61,29,3735,808,253800
-121.93,36.62,34,2351,,278000
-121.92,36.61,27,3044,661,268000
-121.93,36.62,39,869,173,253800
-121.92,36.62,52,974,190,236500
-121.92,36.62,52,1001,191,241700
-121.92,36.62,47,1811,401,249300
-121.91,36.62,52,1431,300,240100
-121.92,36.62,52,867,199,234600
-121.92,36.62,52,1410,303,235400
-121.92,36.62,52,728,161,254500
-121.91,36.62,40,1292,271,258300
-121.91,36.62,30,724,167,247900
-121.71,36.78,19,2371,324,240200
-121.92,36.62,52,2584,599,286400
-121.91,36.62,52,541,157,290000
-121.91,36.62,52,1220,267,243800
-121.91,36.63,42,817,194,279200
-121.93,36.63,28,3983,852,313900
-121.93,36.63,33,1740,342,319800
-121.92,36.63,40,1076,193,311100
-121.93,36.63,41,1049,198,287500
-121.92,36.63,36,877,175,339100
-121.89,36.63,20,1834,554,217300
-121.9,36.61,29,3412,827,217100
-121.91,36.61,30,2755,597,234600
-121.92,36.61,27,1619,352,226400
-121.92,36.61,21,1242,340,243800
-121.9,36.6,39,1629,423,236500
-121.9,36.6,33,2461,649,225000
-121.9,36.6,45,2249,412,260300
-121.9,36.59,42,2689,510,301000
-121.9,36.58,31,1431,,289300
-121.91,36.59,31,2034,335,291300
-121.91,36.6,35,2605,410,329500
-121.91,36.59,17,5039,833,339100
-121.89,36.6,40,626,164,225000
-121.89,36.6,19,656,200,500000
-121.88,36.6,30,1671,469,178100
-121.88,36.59,30,1822,505,179500
-121.89,36.59,18,2700,937,150000
-121.89,36.59,32,784,112,500001
-121.88,36.58,29,4910,871,450000
-121.86,36.58,20,6332,991,347700
-121.81,36.57,13,3030,413,500001
-121.87,36.61,21,1616,400,278800
-121.86,36.6,31,1044,285,195300
-121.86,36.6,21,3634,1011,156300
-121.86,36.6,33,1409,307,191200
-121.85,36.6,21,2381,701,218000
-121.85,36.59,42,891,203,186300
-121.84,36.59,34,3852,733,221300
-121.83,36.61,27,5665,1281,142100
-121.83,36.6,30,2748,502,185000
-121.84,36.61,26,2902,761,128900
-121.84,36.6,30,2958,691,191800
-121.84,36.61,21,2876,802,112800
-121.84,36.61,15,2190,586,122300
-121.82,36.61,24,2437,438,169100
-121.83,36.61,26,3723,789,133100
-121.83,36.61,27,2248,466,131200
-121.83,36.62,33,2938,576,162400
-121.83,36.62,33,1771,398,161800
-121.85,36.6,41,3138,717,140400
-121.85,36.61,38,238,,125000
-121.86,36.63,37,338,109,108300
-121.84,36.62,26,32,8,150000
-121.79,36.64,11,32627,6445,118800
-121.8,36.68,18,8581,1957,162200
-121.79,36.68,22,6912,1513,168300
-121.8,36.72,14,2493,407,190000
-121.8,36.69,12,3877,914,194800
-121.77,36.71,18,6601,1395,174800
-122.29,38.3,52,144,54,162500
-122.29,38.3,52,935,224,146900
-122.3,38.3,21,1108,269,154600
-122.3,38.3,52,1128,207,154600
-122.29,38.3,52,1219,288,183300
-122.28,38.29,23,1398,388,140200
-122.29,38.29,52,3217,742,163100
-122.3,38.29,48,2278,477,154000
-122.3,38.29,40,1739,318,156100
-122.29,38.28,38,2308,425,134200
-122.26,38.29,10,969,160,218100
-122.27,38.29,36,1446,306,153000
-122.28,38.3,23,526,152,142500
-122.28,38.29,19,531,112,325000
-122.27,38.29,20,3870,795,152700
-122.26,38.28,24,2831,502,158300
-122.27,38.28,37,1170,303,136200
-122.26,38.31,33,4518,704,281100
-122.27,38.32,31,1267,319,206800
-122.27,38.31,44,3030,589,155200
-122.28,38.32,12,4609,1005,194500
-122.29,38.32,23,4312,993,153200
-122.3,38.32,20,2063,486,153200
-122.3,38.31,34,1797,395,137500
-122.29,38.31,25,4927,1005,162900
-122.28,38.31,52,58,18,166700
-122.29,38.31,45,3075,754,139800
-122.3,38.3,44,3690,809,139800
-122.31,38.34,19,4187,684,210400
-122.31,38.33,21,1922,344,183300
-122.3,38.33,15,4741,956,183600
-122.31,38.33,26,2155,339,174700
-122.31,38.32,33,2463,421,161500
-122.32,38.33,17,851,118,209300
-122.33,38.33,15,3193,468,202600
-122.32,38.32,19,2922,417,238700
-122.32,38.32,22,2483,528,164400
-122.31,38.32,35,3997,762,138100
-122.32,38.32,26,2710,498,175200
-122.33,38.31,14,6778,947,258900
-122.31,38.3,25,3883,740,187300
-122.31,38.31,32,2577,458,175500
-122.31,38.3,45,3023,659,126000
-122.32,38.29,21,1607,356,177900
-122.33,38.29,14,3541,499,269900
-122.3,38.29,20,1789,434,139700
-122.3,38.29,25,1701,427,142100
-122.3,38.28,31,1633,316,158700
-122.31,38.27,34,1748,284,194400
-122.3,38.27,4,1051,263,130200
-122.3,38.25,18,3548,880,163400
-122.21,38.28,35,1273,210,269300
-122.24,38.25,33,213,36,187500
-122.28,38.22,42,106,18,275000
-122.29,38.19,13,7065,1259,148600
-122.25,38.17,34,778,137,121300
-122.23,38.17,45,350,,216700
-122.25,38.16,17,4459,944,106700
-122.26,38.16,23,2840,491,130400
-122.39,38.37,33,1066,191,240800
-122.37,38.33,29,1868,291,195100
-122.35,38.3,18,3735,557,243100
-122.33,38.21,33,2017,370,228600
-122.4,38.34,33,1408,273,242500
-122.33,38.38,28,1020,169,287500
-122.4,38.41,20,4867,1015,267600
-122.32,38.35,20,3494,549,185200
-122.36,38.41,18,1808,400,175000
-122.36,38.4,16,2716,546,201200
-122.18,38.35,24,407,68,216700
-122.21,38.41,12,4270,654,331300
-122.29,38.4,28,2024,340,361100
-122.33,38.39,36,831,122,304800
-122.28,38.34,44,1066,190,304000
-122.26,38.36,25,1821,344,398800
-122.26,38.33,34,2048,316,339200
-122.23,38.33,31,3440,574,325900
-122.24,38.31,38,1938,301,280800
-122.52,38.53,35,1227,236,336700
-122.48,38.48,29,2278,397,348200
-122.4,38.46,33,2542,466,248500
-122.47,38.51,18,2487,516,187500
-122.47,38.51,25,928,195,196900
-122.48,38.51,49,1977,393,247600
-122.48,38.5,37,3049,,276500
-122.47,38.5,23,2191,415,214500
-122.45,38.51,18,1297,337,184400
-122.4,38.53,24,1741,289,248400
-122.44,38.57,26,2101,390,159700
-122.45,38.58,34,2517,483,189400
-122.47,38.6,20,1036,202,303300
-122.48,38.54,37,1898,359,256600
-122.46,38.53,32,1735,331,275800
-122.27,38.68,18,742,142,98400
-122.26,38.57,22,509,103,152800
-122.27,38.53,22,678,137,142500
-122.18,38.49,15,1743,366,146900
-122.52,38.67,35,1705,321,300000
-122.59,38.56,43,2088,379,245000
-122.57,38.58,18,2083,506,225000
-122.58,38.59,33,1239,262,195800
-122.58,38.58,32,2723,637,183100
-122.59,38.58,18,3753,752,185700
-121.07,39.15,15,6828,1319,143400
-121.07,39.09,17,1878,345,143100
-121.1,39.08,13,1110,216,144400
-121.11,39.09,16,1000,197,138800
-121.12,39.03,17,838,161,163500
-121.05,39.13,10,3063,497,185100
-121.03,39.14,10,3138,524,164500
-121.07,39.13,8,4839,832,155900
-121.05,39.11,7,2767,423,170200
-121.04,39.08,8,2870,526,201700
-121,39.09,7,439,84,162500
-121.08,39.02,13,1839,275,209600
-121.07,39.05,10,1813,311,182100
-121.07,39.04,9,2374,372,206400
-121.03,39.05,12,1875,307,195200
-121.06,39.04,14,1651,279,194800
-121.06,39.04,15,1999,287,361900
-121.06,39.03,11,1887,303,187200
-121.22,39.11,14,1405,269,156800
-121.19,39.05,14,1131,193,180400
-121.14,39.1,13,1085,227,171500
-121.12,39.2,9,1431,254,170400
-121.1,39.15,10,680,143,161500
-121.08,39.18,19,2323,397,162700
-121.18,39.26,14,811,161,140300
-121.18,39.25,9,3415,562,185900
-121.2,39.25,5,906,144,188200
-121.18,39.23,8,2112,360,175000
-121.21,39.24,7,4194,673,226100
-121.2,39.23,9,2802,447,213300
-121.18,39.19,16,1528,351,138800
-121.16,39.18,14,1006,187,152000
-121.25,39.17,9,999,189,151800
-121.2,39.2,16,1039,182,128300
-121.15,39.23,13,3883,763,144400
-121.24,39.22,14,983,163,145100
-121.23,39.27,11,1265,224,162500
-121.07,39.23,39,2099,433,113800
-121.04,39.24,48,1188,227,125700
-121.05,39.23,20,1634,374,154900
-121.06,39.23,10,2229,537,132700
-121.06,39.22,52,1749,422,109700
-121.09,39.23,35,2637,511,109200
-121.07,39.22,52,2432,495,121100
-121.08,39.22,30,2188,,105200
-121.08,39.21,17,3033,590,111800
-121.09,39.22,25,2200,439,116700
-121.07,39.2,45,204,62,90600
-121.02,39.23,16,1427,319,125000
-121.04,39.22,14,1889,471,112500
-121.03,39.21,28,2843,535,123100
-121.05,39.2,48,1759,389,108300
-121.06,39.21,52,1452,309,103900
-121.05,39.21,43,1264,273,117100
-120.94,39.22,12,1321,268,153800
-120.83,39.27,14,3338,608,160100
-121,39.23,15,2809,450,191700
-120.99,39.22,16,1497,275,182500
-120.99,39.2,15,2993,562,156800
-120.93,39.17,13,2331,464,164900
-120.99,39.13,14,770,116,155400
-120.99,39.18,23,2550,457,153000
-121,39.16,10,1170,225,163200
-121.04,39.19,17,856,167,144300
-121.02,39.17,17,2277,459,149500
-121.02,39.27,52,3720,707,155000
-121.03,39.26,49,3739,759,143100
-121,39.26,14,810,151,136100
-121.02,39.25,52,1549,275,155400
-121.06,39.29,14,1864,331,171800
-120.94,39.32,14,3120,595,157400
-121.06,39.25,17,3127,539,172800
-120.89,39.3,17,2282,431,155100
-120.99,39.26,16,2616,422,179200
-120.91,39.39,16,352,105,79500
-121.03,39.37,15,1337,326,85000
-121.13,39.31,17,3442,705,128900
-120.74,39.39,18,453,117,85700
-120.09,39.4,17,1076,283,83900
-120.17,39.33,18,1046,204,110900
-120.2,39.33,26,1988,379,109500
-120.19,39.32,16,1536,298,155700
-120.17,39.32,14,2421,489,119800
-120.17,39.33,10,614,141,116300
-120.1,39.37,10,2325,410,117300
-120.1,39.33,9,2738,510,124800
-120.15,39.36,9,2254,400,138100
-120.26,39.32,24,6012,1227,122100
-120.35,39.34,29,1986,474,95800
-120.27,39.35,11,2520,401,145600
-120.25,39.34,9,2739,555,162500
-120.24,39.35,8,4195,725,180800
-120.23,39.36,7,2045,358,152300
-120.22,39.35,8,1872,281,198400
-120.21,39.35,7,914,159,187500
-120.19,39.35,7,2611,395,174100
-117.95,33.94,28,2851,496,264100
-117.96,33.94,34,2228,399,228900
-117.97,33.94,36,1870,338,217000
-117.97,33.94,34,1632,263,255800
-117.97,33.94,35,1928,360,215700
-117.97,33.93,31,1975,373,202000
-117.97,33.93,33,1700,369,194000
-117.96,33.93,31,1471,321,232800
-117.96,33.93,29,2316,522,192600
-117.96,33.94,31,2397,518,185200
-117.94,33.93,33,1770,370,162500
-117.94,33.93,34,1475,319,186000
-117.94,33.93,14,999,232,166100
-117.95,33.93,25,3445,801,161900
-117.95,33.93,37,2633,630,161300
-117.96,33.93,15,2014,419,175400
-117.97,33.92,32,2620,398,241300
-117.97,33.93,35,1887,328,198100
-117.97,33.92,24,2017,416,251400
-117.96,33.92,18,3744,1027,215000
-117.95,33.92,18,2825,660,153600
-117.94,33.92,28,639,179,145200
-117.95,33.92,32,1661,312,178200
-117.95,33.92,11,3127,706,141300
-117.94,33.92,32,1053,207,165500
-117.95,33.92,13,2312,592,137000
-117.94,33.94,25,3250,546,303800
-117.94,33.94,30,1596,307,241100
-117.95,33.94,31,2237,431,267900
-117.94,33.94,26,1962,540,145000
-117.93,33.94,30,2658,382,245000
-117.93,33.94,28,3664,719,224700
-117.93,33.93,25,2431,534,184400
-117.92,33.94,27,4566,620,267700
-117.92,33.94,30,2506,394,198200
-117.93,33.92,34,2271,437,174400
-117.93,33.93,37,1128,273,137500
-117.93,33.93,33,1626,378,139600
-117.92,33.93,12,4415,890,166300
-117.91,33.93,21,2578,363,291700
-117.91,33.94,15,5799,842,350500
-117.89,33.94,20,3349,685,227000
-117.88,33.93,17,6100,861,306700
-117.9,33.93,12,4325,1191,247400
-117.89,33.92,17,2936,555,190300
-117.9,33.92,27,698,116,267600
-117.91,33.92,21,380,91,208300
-117.91,33.91,27,2181,501,196400
-117.91,33.91,34,1763,303,221700
-117.91,33.91,32,1530,301,230200
-117.91,33.91,24,2249,379,267100
-117.89,33.92,34,1473,312,170400
-117.89,33.91,33,1264,224,216500
-117.9,33.91,36,1376,257,195400
-117.89,33.92,8,2120,544,159500
-117.89,33.92,14,1562,373,125000
-117.89,33.9,16,1426,216,288700
-117.89,33.9,23,1533,226,258200
-117.9,33.9,19,2176,414,193500
-117.9,33.91,26,2885,476,226600
-117.9,33.91,33,4181,804,201600
-117.92,33.92,19,2181,400,302100
-117.92,33.91,33,2868,382,336900
-117.92,33.91,27,2558,310,411800
-117.91,33.9,27,829,114,293500
-117.92,33.89,18,2895,487,400000
-117.92,33.9,13,1814,320,337900
-117.93,33.91,24,1698,297,364600
-117.9,33.9,18,3821,576,349600
-117.9,33.88,28,2696,346,375400
-117.89,33.89,17,1671,192,467600
-117.92,33.89,12,1859,393,161800
-117.97,33.91,19,8096,1318,269500
-117.96,33.9,9,1899,284,381500
-117.95,33.9,15,3057,479,372600
-117.96,33.9,10,2423,356,346900
-117.98,33.9,6,1537,347,146800
-117.96,33.88,25,3578,461,341300
-117.95,33.89,17,1665,247,349000
-117.96,33.89,24,1332,252,334100
-117.94,33.91,18,8836,1527,313000
-117.93,33.9,30,2629,331,500001
-117.94,33.89,30,2577,404,459600
-117.94,33.88,35,2159,343,365100
-117.94,33.9,27,2029,242,500001
-117.98,33.87,25,2037,515,188800
-117.98,33.87,29,1310,332,158700
-117.98,33.86,25,1025,266,137500
-117.98,33.86,26,1240,285,205800
-117.97,33.87,28,1784,440,169200
-117.97,33.86,34,2138,490,161700
-117.97,33.86,35,1691,367,174300
-117.97,33.86,12,1370,367,141700
-117.96,33.86,35,2146,430,184900
-117.96,33.86,35,2181,371,183200
-117.96,33.87,35,1972,367,187500
-117.95,33.86,35,2375,439,193500
-117.95,33.86,35,2478,431,191400
-117.96,33.86,32,2366,505,190000
-117.94,33.88,46,1747,312,256000
-117.95,33.87,34,1599,296,184900
-117.95,33.87,35,1854,383,185200
-117.95,33.87,22,1432,335,55000
-117.96,33.87,27,890,289,167500
-117.96,33.87,37,1785,360,175800
-117.95,33.88,34,1939,355,275000
-117.94,33.86,36,2824,493,194700
-117.94,33.86,33,1013,312,197500
-117.95,33.86,36,2038,343,195700
-117.93,33.86,36,1672,318,182100
-117.93,33.86,35,1216,225,184000
-117.94,33.86,35,1235,227,183100
-117.94,33.86,35,2127,417,185600
-117.93,33.88,52,2157,362,240000
-117.93,33.87,10,1277,488,137500
-117.94,33.87,46,2066,450,187000
-117.94,33.88,35,1694,296,239300
-117.92,33.87,44,308,87,191100
-117.92,33.87,36,1125,285,162500
-117.93,33.87,52,950,229,182100
-117.93,33.88,45,1306,293,241700
-117.93,33.88,32,2458,359,293500
-117.92,33.88,52,1270,276,232500
-117.91,33.88,34,1851,291,235600
-117.92,33.88,32,1683,273,243600
-117.92,33.88,32,1632,244,318700
-117.91,33.89,30,1631,212,351900
-117.9,33.88,35,2062,353,230400
-117.9,33.88,34,1396,245,215400
-117.9,33.87,28,2315,538,218600
-117.9,33.87,34,1411,292,195200
-117.91,33.87,29,1121,,143800
-117.91,33.87,52,2031,506,177300
-117.88,33.89,18,1616,532,119100
-117.88,33.89,16,959,176,173300
-117.88,33.88,15,957,360,162500
-117.89,33.88,15,1655,626,175000
-117.89,33.88,33,1582,256,229600
-117.89,33.88,27,2091,336,243400
-117.89,33.87,25,1492,439,188200
-117.89,33.87,32,1133,216,202100
-117.88,33.87,35,1919,349,190900
-117.89,33.87,32,1569,422,148900
-117.93,33.87,45,1006,230,168000
-117.93,33.86,36,931,279,155000
-117.93,33.86,17,1627,398,186600
-117.93,33.86,35,931,181,182500
-117.93,33.87,29,1221,371,162500
-117.89,33.86,28,1395,398,193800
-117.91,33.86,26,2296,570,165800
-117.92,33.86,26,745,161,133900
-117.92,33.87,33,1597,,157800
-117.87,33.91,16,2434,455,176300
-117.88,33.9,21,3180,434,277300
-117.88,33.9,15,1705,478,114400
-117.88,33.89,19,3583,911,218400
-117.88,33.89,17,3218,923,265500
-117.87,33.89,25,1142,162,270100
-117.86,33.91,16,2889,423,270800
-117.86,33.9,17,1452,188,285200
-117.86,33.9,25,3205,409,299200
-117.87,33.9,21,3181,447,280300
-117.86,33.89,22,4386,593,289800
-117.86,33.89,24,2002,253,274500
-117.87,33.89,19,1674,243,275000
-117.86,33.88,19,1621,328,201400
-117.87,33.89,17,1441,530,171700
-117.87,33.89,22,2340,664,184600
-117.87,33.88,25,1808,440,156900
-117.87,33.88,24,2655,702,183900
-117.87,33.88,28,3333,752,190700
-117.87,33.88,28,2612,602,204300
-117.86,33.87,12,1600,251,254000
-117.87,33.85,33,45,11,350000
-117.85,33.86,18,329,72,187500
-117.85,33.89,22,4020,655,262300
-117.85,33.88,14,4753,681,288500
-117.86,33.88,20,3977,540,272200
-117.85,33.87,15,5078,806,301900
-117.85,33.9,20,4026,648,260500
-117.85,33.9,25,1548,256,242200
-117.84,33.89,24,3935,625,226900
-117.85,33.89,24,3326,503,240600
-117.88,33.87,21,1519,388,145300
-117.87,33.86,19,2232,448,324400
-117.87,33.87,7,2663,642,162400
-117.87,33.87,15,1898,476,158500
-117.87,33.87,16,1332,368,297100
-117.86,33.87,19,1591,279,216000
-117.88,33.85,18,2705,713,200000
-117.87,33.86,28,2292,531,142800
-117.88,33.85,22,1105,241,113900
-117.81,33.89,13,3252,583,297900
-117.82,33.88,18,1982,300,327500
-117.82,33.89,24,2168,421,238300
-117.81,33.88,19,2968,503,371700
-117.82,33.89,21,3079,509,278900
-117.78,33.86,16,3471,708,246100
-117.76,33.87,16,3973,595,263700
-117.83,33.9,23,2446,360,272800
-117.84,33.9,24,1723,223,299600
-117.83,33.89,25,1737,270,245700
-117.83,33.88,23,2365,355,259400
-117.84,33.89,19,3544,542,264300
-117.83,33.88,18,2112,340,231700
-117.82,33.88,15,5392,895,280300
-117.83,33.87,5,6971,1449,243900
-117.81,33.88,19,2265,283,461300
-117.81,33.87,19,4491,680,233500
-117.8,33.87,16,5954,1281,206100
-117.81,33.86,18,133,29,235000
-117.87,33.92,14,4039,669,303000
-117.88,33.92,13,3292,727,308800
-117.85,33.92,11,3331,410,371800
-117.87,33.92,17,4575,764,272400
-117.83,33.93,14,1956,282,306400
-117.8,33.92,16,5819,986,277500
-117.8,33.89,25,3121,381,357900
-117.79,33.88,17,8562,1351,252600
-117.78,33.87,16,5609,952,169600
-117.78,33.88,16,1800,238,301900
-117.78,33.9,14,6239,901,268200
-117.82,33.9,25,1137,170,259300
-117.8,33.9,22,3760,482,354900
-117.74,33.89,4,37937,5471,366300
-117.76,33.88,9,4838,759,307800
-117.77,33.88,8,4874,627,410200
-117.78,33.89,7,9729,1210,415300
-117.8,33.85,23,3038,470,233000
-117.82,33.85,21,2603,404,235900
-117.82,33.85,18,1810,305,213500
-117.8,33.85,16,4151,637,304900
-117.82,33.84,25,1788,203,454300
-117.81,33.84,17,4343,515,460100
-117.79,33.84,9,10484,1603,365300
-117.78,33.85,16,3781,504,335600
-117.78,33.86,16,4390,660,266000
-117.76,33.87,16,3182,429,288200
-117.78,33.81,23,1986,278,380000
-117.77,33.8,16,3973,483,417000
-117.8,33.79,13,2021,362,231400
-117.79,33.8,11,10535,1620,283200
-117.77,33.85,13,5415,827,353100
-117.76,33.84,15,3764,510,410500
-117.75,33.84,16,3491,502,270500
-117.76,33.83,15,3086,457,300700
-117.77,33.84,5,4380,715,266400
-117.76,33.86,14,3666,442,500001
-117.75,33.83,14,2452,296,388300
-117.74,33.85,4,5416,820,314000
-117.78,33.82,12,6208,750,413700
-117.76,33.81,2,582,70,500001
-117.81,33.8,25,2765,475,230700
-117.81,33.79,25,5950,1155,204600
-117.8,33.81,14,1206,142,388700
-117.8,33.78,18,3548,474,290300
-117.8,33.78,17,4138,805,242000
-117.69,33.8,5,3178,631,237100
-117.66,33.61,16,2022,254,286900
-117.66,33.62,16,4065,661,256600
-117.67,33.61,24,3859,661,227400
-117.66,33.61,17,3464,519,248400
-117.66,33.61,21,1932,266,274000
-117.66,33.6,24,1684,232,279600
-117.66,33.6,25,3745,522,278100
-117.67,33.61,23,3588,577,243200
-117.68,33.63,16,5218,1187,143100
-117.68,33.63,13,5830,921,257400
-117.67,33.63,9,5774,1320,202200
-117.62,33.77,43,1911,439,186400
-117.6,33.72,36,1317,228,272500
-117.67,33.6,25,3164,449,266000
-117.66,33.59,18,4552,706,288100
-117.67,33.6,20,1213,171,314800
-117.66,33.58,16,3016,394,315600
-117.67,33.57,18,1614,210,280300
-117.66,33.57,16,4277,565,286600
-117.7,33.62,16,9653,2000,197200
-117.69,33.62,18,4265,581,282700
-117.68,33.61,19,2962,405,248000
-117.69,33.61,16,3010,580,236200
-117.68,33.6,19,3913,460,303900
-117.65,33.65,16,1538,260,234800
-117.66,33.64,17,3173,501,250800
-117.67,33.64,11,2722,554,164100
-117.66,33.65,13,8527,1364,237900
-117.65,33.65,15,3485,519,251900
-117.65,33.63,16,3388,425,351300
-117.65,33.65,15,4713,671,294800
-117.66,33.63,16,3299,610,223300
-117.63,33.65,10,3580,491,288700
-117.62,33.64,2,7826,893,484100
-117.64,33.63,10,4814,643,436600
-117.64,33.64,11,2422,429,293200
-117.64,33.65,4,6842,1512,216600
-117.63,33.62,9,4257,785,196700
-117.63,33.63,6,3068,549,238000
-117.65,33.62,15,2708,410,275000
-117.64,33.62,16,3970,771,184800
-117.66,33.62,16,5175,799,257800
-117.65,33.6,15,5736,,278700
-117.64,33.61,14,5232,810,247900
-117.65,33.6,13,2319,430,316100
-117.64,33.59,4,3274,383,348000
-117.66,33.58,6,4186,,357600
-117.65,33.57,5,1998,500,195600
-117.65,33.58,2,2411,354,331400
-117.66,33.57,16,2483,443,214200
-117.65,33.59,8,2649,340,337900
-117.67,33.54,16,2102,350,170800
-117.67,33.54,15,2423,435,181800
-117.67,33.55,6,3157,721,222300
-117.67,33.56,4,3289,728,184400
-117.64,33.51,15,1743,254,286000
-117.64,33.51,14,1343,175,363200
-117.55,33.52,15,426,62,447400
-117.59,33.61,3,2993,429,378200
-117.58,33.6,5,5348,659,495400
-117.49,33.64,3,8874,1302,302000
-117.59,33.67,29,1223,215,279800
-117.53,33.69,6,454,102,483300
-117.59,33.66,3,1206,256,167800
-117.58,33.66,4,3305,644,215000
-117.58,33.65,4,2000,422,190300
-117.59,33.66,4,1318,218,260800
-117.59,33.65,2,4860,1193,151900
-117.6,33.65,4,3134,504,233900
-117.61,33.67,3,4541,720,284900
-117.64,33.66,6,5221,1217,204000
-117.59,33.65,4,1793,390,182800
-117.58,33.65,4,1606,498,500001
-117.61,33.63,2,4678,817,219000
-117.65,33.53,7,6814,785,500001
-117.62,33.42,23,2656,515,500001
-117.63,33.38,12,5744,1054,500001
-117.61,33.41,35,2556,404,402900
-117.61,33.42,31,3959,856,282000
-117.6,33.41,29,2193,389,309200
-117.62,33.47,4,1812,255,294200
-117.63,33.45,5,3549,604,363500
-117.63,33.47,4,1969,280,310800
-117.61,33.45,6,950,184,220700
-117.63,33.46,7,7684,1088,387300
-117.64,33.45,26,1528,,325500
-117.65,33.42,25,2174,428,249400
-117.64,33.45,27,334,56,284100
-117.62,33.43,27,1835,413,247100
-117.62,33.43,27,3858,1062,231000
-117.62,33.43,24,1296,384,231300
-117.65,33.4,17,2737,654,370800
-117.62,33.43,23,4052,955,240600
-117.61,33.43,33,1150,383,187500
-117.62,33.42,27,1005,266,190600
-117.62,33.42,27,1444,412,310000
-117.6,33.45,4,2369,566,243800
-117.59,33.44,3,5813,1264,341300
-117.59,33.4,22,3167,743,252100
-117.59,33.41,17,2248,448,246000
-117.6,33.42,23,2482,461,280600
-117.61,33.43,24,2303,399,346500
-117.6,33.43,21,3951,562,414000
-117.61,33.44,17,2036,272,346200
-117.59,33.43,14,3223,484,358800
-117.67,33.47,22,2728,616,500001
-117.67,33.46,24,3571,722,277800
-117.67,33.44,25,2994,519,500001
-117.67,33.46,18,1679,271,300000
-117.66,33.46,26,2073,370,288100
-117.66,33.46,28,1261,233,312700
-117.66,33.48,22,809,180,500001
-117.65,33.49,16,2223,454,248800
-117.64,33.49,3,2516,429,271600
-117.65,33.48,10,3484,582,402200
-117.65,33.48,6,1638,188,500001
-117.63,33.5,12,3619,536,353600
-117.63,33.47,4,2320,405,256000
-117.65,33.46,19,7034,1139,277300
-117.64,33.48,12,2007,397,275900
-117.65,33.45,15,7468,1275,239300
-117.73,33.49,31,5112,778,500001
-117.76,33.48,38,3832,809,381200
-117.74,33.51,29,1720,269,500001
-117.73,33.53,3,6388,920,420600
-117.72,33.54,13,4866,812,244800
-117.72,33.53,14,1672,295,251300
-117.72,33.51,17,3617,597,324000
-117.72,33.49,4,3623,734,500001
-117.73,33.49,17,2168,290,500001
-117.73,33.51,5,4549,786,295900
-117.69,33.6,19,3562,439,288100
-117.68,33.6,24,1956,262,265900
-117.69,33.6,17,2150,361,227000
-117.7,33.6,16,2092,489,216900
-117.69,33.6,16,2205,393,279500
-117.69,33.6,12,3258,421,332000
-117.69,33.59,13,3320,426,348100
-117.68,33.59,12,3473,466,314000
-117.69,33.58,5,6678,1011,330000
-117.68,33.59,8,2327,263,500001
-117.69,33.58,8,2887,351,500001
-117.68,33.47,7,4458,731,285600
-117.68,33.48,15,1786,299,231400
-117.68,33.49,17,2232,372,214500
-117.68,33.49,16,3084,724,106300
-117.67,33.49,15,2782,579,183300
-117.67,33.49,10,366,61,250000
-117.68,33.51,19,2930,428,480800
-117.68,33.49,18,4173,625,294300
-117.69,33.48,25,3240,481,288500
-117.69,33.47,13,2020,378,305600
-117.66,33.51,18,2626,,189600
-117.66,33.5,16,1956,346,186300
-117.67,33.51,17,2112,480,120400
-117.67,33.51,18,1645,393,126400
-117.67,33.51,19,1258,246,184400
-117.69,33.47,23,3499,722,300000
-117.7,33.47,20,1577,363,320800
-117.7,33.47,21,2208,534,305600
-117.69,33.47,19,2595,621,243800
-117.7,33.47,21,1857,399,350000
-117.72,33.43,5,1889,359,500001
-117.68,33.55,5,2262,427,315500
-117.68,33.54,5,2840,403,341400
-117.68,33.52,5,3621,632,322800
-117.69,33.55,9,3856,571,318300
-117.69,33.54,20,1767,280,272000
-117.69,33.53,17,5041,778,282900
-117.69,33.52,4,2142,625,325000
-117.7,33.51,2,5261,763,279000
-117.69,33.52,3,7374,1444,278200
-117.7,33.53,5,6698,1254,288500
-117.71,33.52,17,2486,417,340900
-117.71,33.51,11,2198,252,487000
-117.71,33.51,12,4676,698,500001
-117.68,33.57,2,10008,1453,500001
-117.69,33.55,4,1764,220,384200
-117.69,33.55,3,1618,266,274300
-117.7,33.54,4,4956,693,354700
-117.7,33.55,12,2459,390,262100
-117.7,33.56,2,2112,305,298500
-117.7,33.56,3,2443,637,183300
-117.7,33.57,4,3283,911,138500
-117.71,33.54,7,4907,577,453800
-117.71,33.54,15,2460,368,318300
-117.71,33.58,2,2530,562,187500
-117.7,33.57,9,1204,355,119900
-117.71,33.57,4,3289,753,226000
-117.71,33.57,6,3673,881,144300
-117.68,33.51,4,2428,401,268500
-117.69,33.51,4,1223,275,173000
-117.7,33.5,4,2351,445,245400
-117.71,33.49,5,1680,254,397700
-117.7,33.5,4,7474,1037,434700
-117.7,33.48,10,3458,638,336700
-117.7,33.48,6,16590,2696,340300
-117.71,33.47,14,3894,672,368500
-117.74,33.46,9,6564,1316,454100
-117.71,33.47,17,2681,454,345700
-117.7,33.68,29,5650,1084,162500
